"premisetype","offence","occurrenceyear","occurrencemonth","occurrenceday","occurrencedayofyear","occurrencedayofweek","occurrencehour","Division","Hood_ID","Neighbourhood","Lat","Long","occurrence_ts","weather","hmdx","hmdx_flag","pressure","pressure_flag","rel_hum","rel_hum_flag","temp","temp_dew","temp_dew_flag","temp_flag","visib","visib_flag","wind_chill","wind_chill_flag","wind_dir","wind_dir_flag","wind_spd","wind_spd_flag","annual_growth_rate","current_ppl","current_children_ppl","current_youth_ppl","current_working_ppl","current_pre_retirement_ppl","current_seniors_ppl","current_older_ppl"
"Outside","Theft Of Motor Vehicle",2019,10,21,294,"Monday",20,"D41",54,"O'Connor-Parkview (54)",43.7107,-79.29676,2019-10-21 20:00:00,NA,27,NA,99.73,"M",71,NA,14.1,8.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.02,19818.06,3300.357,2530.981,8335.789,2812.201,2854.65,456.3194
"Outside","Theft Of Motor Vehicle",2019,10,21,294,"Monday",20,"D22",18,"New Toronto (18)",43.603,-79.50748,2019-10-21 20:30:00,NA,27,NA,99.73,"M",71,NA,14.1,8.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.052,13345.83,1874.447,1618.311,6071.577,1839.519,1775.485,162.9954
"Outside","Theft Of Motor Vehicle",2019,10,21,294,"Monday",23,"D23",5,"Elms-Old Rexdale (5)",43.72765,-79.54954,2019-10-21 23:15:00,NA,27,NA,99.51,"M",71,NA,14.2,9.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.01,9175.147,1751.39,1397.231,3590.106,1217.725,1237.131,140.6934
"Outside","Theft Of Motor Vehicle",2019,10,22,295,"Tuesday",3,"D31",22,"Humbermede (22)",43.74273,-79.54034,2019-10-22 03:00:00,NA,27,NA,99.38,"M",89,NA,12.9,11.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.019,14675.66,2780.304,2100.569,6084.571,1661.574,2039.204,245.4598
"House","Theft Of Motor Vehicle",2019,10,22,295,"Tuesday",4,"D41",119,"Wexford/Maryvale (119)",43.75357,-79.31052,2019-10-22 04:40:00,NA,27,NA,99.4,"M",88,NA,13.1,11.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,30772.99,4646.207,4023.406,12544.21,4343.074,5197.358,997.5842
"Outside","Theft Of Motor Vehicle",2019,10,22,295,"Tuesday",8,"D42",117,"L'Amoreaux (117)",43.79433,-79.32597,2019-10-22 08:40:00,NA,27,NA,99.41,"M",90,NA,14.3,12.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.021,41279.24,5742.48,5376.538,16148.38,5564.2,8435.441,1262.032
"Outside","Theft Of Motor Vehicle",2019,10,22,295,"Tuesday",10,"D42",130,"Milliken (130)",43.83345,-79.25102,2019-10-22 10:00:00,NA,27,NA,99.26,"M",89,NA,14.5,12.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.022,24856.55,3437.747,2988.735,9882.938,3769.829,4784.783,823.1884
"House","Theft Of Motor Vehicle",2019,10,22,295,"Tuesday",11,"D42",132,"Malvern (132)",43.79856,-79.24104,2019-10-22 11:00:00,NA,27,NA,99.25,"M",88,NA,14.8,12.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,40093.35,7241.594,6060.601,16355.38,5067.285,5392.287,407.3969
"Outside","Theft Of Motor Vehicle",2019,10,22,295,"Tuesday",18,"D55",70,"South Riverdale (70)",43.67212,-79.33129,2019-10-22 18:00:00,NA,27,NA,99.16,"M",71,NA,14.3,9.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.087,35802.97,5105.353,3140.274,19297.59,4007.22,4276.937,667.8701
"Outside","Theft Of Motor Vehicle",2019,10,22,295,"Tuesday",19,"D55",70,"South Riverdale (70)",43.67212,-79.33129,2019-10-22 19:30:00,NA,27,NA,99.23,"M",52,NA,14.8,5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.087,35802.97,5105.353,3140.274,19297.59,4007.22,4276.937,667.8701
"Outside","Theft Of Motor Vehicle",2019,10,22,295,"Tuesday",20,"D12",115,"Mount Dennis (115)",43.69264,-79.49855,2019-10-22 20:30:00,NA,27,NA,99.31,"M",47,NA,13.3,2.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.034,15027.16,2647.69,2006.496,6555.658,1945.693,1862.78,292.9594
"Outside","Theft Of Motor Vehicle",2019,10,22,295,"Tuesday",22,"D43",138,"Eglinton East (138)",43.73993,-79.24553,2019-10-22 22:24:00,NA,27,NA,99.39,"M",52,NA,12.5,2.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.002,22639.62,4154.97,3111.258,9125.03,2808.084,3484.012,556.6467
"House","Theft Of Motor Vehicle",2019,10,22,295,"Tuesday",22,"D31",26,"Downsview-Roding-CFB (26)",43.73061,-79.49272,2019-10-22 22:30:00,NA,27,NA,99.39,"M",52,NA,12.5,2.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,36221.49,5916.011,4484.801,15546.97,4526.136,5719.672,899.027
"Apartment","Theft Of Motor Vehicle",2019,10,22,295,"Tuesday",23,"D22",19,"Long Branch (19)",43.59887,-79.53004,2019-10-22 23:10:00,NA,27,NA,99.4,"M",55,NA,11.7,3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.047,11573.72,1532.221,1296.936,5400.074,1744.551,1612.562,160.6823
"Outside","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",1,"D32",38,"Lansing-Westgate (38)",43.76236,-79.41116,2019-10-23 01:00:00,NA,27,NA,99.44,"M",63,NA,10.5,3.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.104,21749.84,3256.286,2832.431,10212.9,2570.044,2906.437,484.4062
"Outside","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",2,"D41",122,"Birchcliffe-Cliffside (122)",43.68945,-79.27052,2019-10-23 02:45:00,NA,27,NA,99.44,"M",62,NA,9.9,3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.02,23655.39,3549.741,2589.348,9630.463,3735.452,4149.323,668.561
"House","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",8,"D31",23,"Pelmo Park-Humberlea (23)",43.71947,-79.53044,2019-10-23 08:15:00,NA,27,NA,99.69,"M",63,NA,9.6,2.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.231,20000.92,3255.139,2555.611,8664.827,2592.919,2966.001,382.4089
"Commercial","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",9,"D32",31,"Yorkdale-Glen Park (31)",43.72475,-79.45708,2019-10-23 09:38:00,NA,27,NA,99.7,"M",54,NA,10.7,1.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.008,15162.15,2007.417,1915.24,6001.768,1853.788,3374.714,793.7492
"Commercial","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",10,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.74913,-79.59337,2019-10-23 10:00:00,NA,27,NA,99.74,"M",43,NA,12.1,0.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,33450.79,7196.883,5318.994,13820.25,3527.386,3613.667,304.5225
"Commercial","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",12,"D14",80,"Palmerston-Little Italy (80)",43.6544,-79.42271,2019-10-23 12:16:00,NA,27,NA,99.87,"M",38,NA,12.5,-1.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.006,14076.36,1303.179,1491.529,7987.059,1282.816,1995.492,295.2514
"House","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",13,"D31",27,"York University Heights (27)",43.74852,-79.49944,2019-10-23 13:00:00,NA,27,NA,99.86,"M",38,NA,12.6,-1.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.004,27263.21,3996.654,4693.228,12143.11,2929.562,3487.809,395.2192
"Other","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",14,"D53",98,"Rosedale-Moore Park (98)",43.67491,-79.37561,2019-10-23 14:00:00,NA,27,NA,99.89,"M",37,NA,13.1,-1.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.014,21814.13,2736.801,2278.061,8262.532,3159.05,5358.916,781.9431
"Commercial","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",17,"D23",6,"Kingsview Village-The Westway (6)",43.69705,-79.54673,2019-10-23 17:00:00,NA,27,NA,100.08,"M",35,NA,13.2,-1.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,22869.2,4407.519,3139.318,8976.162,2650.748,3726.64,597.7178
"House","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",20,"D33",48,"Hillcrest Village (48)",43.79977,-79.35609,2019-10-23 20:00:00,NA,27,NA,100.31,"M",48,NA,11.6,0.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.041,14935.35,1865.375,1913.884,5344.763,1997.671,3796.898,555.6437
"House","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",20,"D42",130,"Milliken (130)",43.81958,-79.27636,2019-10-23 20:45:00,NA,27,NA,100.31,"M",48,NA,11.6,0.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.022,24856.55,3437.747,2988.735,9882.938,3769.829,4784.783,823.1884
"Outside","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",21,"D12",110,"Keelesdale-Eglinton West (110)",43.69164,-79.46525,2019-10-23 21:00:00,NA,27,NA,100.34,"M",47,NA,11.4,0.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.039,12402.9,1805.812,1603.92,5372.571,1609.528,2002.096,257.9731
"House","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",21,"D23",1,"West Humber-Clairville (1)",43.72749,-79.57623,2019-10-23 21:00:00,NA,27,NA,100.34,"M",47,NA,11.4,0.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31065.93,4718.829,5077.87,12911.5,3720.974,4644.223,573.5335
"House","Theft Of Motor Vehicle",2019,10,23,296,"Wednesday",21,"D42",130,"Milliken (130)",43.81731,-79.27718,2019-10-23 21:00:00,NA,27,NA,100.34,"M",47,NA,11.4,0.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.022,24856.55,3437.747,2988.735,9882.938,3769.829,4784.783,823.1884
"House","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",1,"D41",119,"Wexford/Maryvale (119)",43.75222,-79.31326,2019-10-24 01:20:00,NA,27,NA,100.35,"M",59,NA,11.2,3.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,30772.99,4646.207,4023.406,12544.21,4343.074,5197.358,997.5842
"House","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",1,"D42",132,"Malvern (132)",43.79977,-79.22433,2019-10-24 01:30:00,NA,27,NA,100.35,"M",59,NA,11.2,3.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,40093.35,7241.594,6060.601,16355.38,5067.285,5392.287,407.3969
"Outside","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",1,"D13",93,"Dovercourt-Wallace Emerson-Junction (93)",43.67072,-79.43317,2019-10-24 01:37:00,NA,27,NA,100.35,"M",59,NA,11.2,3.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.058,43374.52,5305.606,4648.327,23437.04,4660.17,5347.056,704.6508
"House","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",3,"D33",52,"Bayview Village (52)",43.78368,-79.38554,2019-10-24 03:00:00,NA,27,NA,100.27,"M",66,NA,12.6,6.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.211,37998.37,4288.936,4448.772,18310.12,4510.931,6420.084,1083.334
"House","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",3,"D33",52,"Bayview Village (52)",43.78368,-79.38554,2019-10-24 03:10:00,NA,27,NA,100.27,"M",66,NA,12.6,6.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.211,37998.37,4288.936,4448.772,18310.12,4510.931,6420.084,1083.334
"Outside","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",6,"D31",21,"Humber Summit (21)",43.76575,-79.54121,2019-10-24 06:40:00,NA,27,NA,100.26,"M",63,NA,12.7,5.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.009,12083.78,2097.337,1673.977,4725.091,1279.814,2316.317,253.043
"House","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",9,"D33",40,"St.Andrew-Windfields (40)",43.75315,-79.36993,2019-10-24 09:14:00,NA,27,NA,100.48,"M",59,NA,13.6,5.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.008,17387.92,2582.026,2479.526,6638.102,2562.503,3157.979,400.2385
"Outside","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",10,"D32",39,"Bedford Park-Nortown (39)",43.73306,-79.43297,2019-10-24 10:00:00,NA,27,NA,100.57,"M",48,NA,14.4,3.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.002,23375.7,4582.385,3229.299,8460.561,3093.487,4003.928,663.9679
"House","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",20,"D31",25,"Glenfield-Jane Heights (25)",43.74213,-79.5116,2019-10-24 20:00:00,NA,27,NA,101.18,"M",54,NA,9.6,0.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,27914.47,5300.737,4138.054,10610.63,3300.372,4582.071,640.849
"Outside","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",20,"D31",25,"Glenfield-Jane Heights (25)",43.73939,-79.51322,2019-10-24 20:22:00,NA,27,NA,101.18,"M",54,NA,9.6,0.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,27914.47,5300.737,4138.054,10610.63,3300.372,4582.071,640.849
"Outside","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",20,"D31",27,"York University Heights (27)",43.76225,-79.50052,2019-10-24 20:35:00,NA,27,NA,101.18,"M",54,NA,9.6,0.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.004,27263.21,3996.654,4693.228,12143.11,2929.562,3487.809,395.2192
"House","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",21,"D33",52,"Bayview Village (52)",43.78603,-79.37532,2019-10-24 21:00:00,NA,27,NA,101.25,"M",55,NA,9.1,0.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.211,37998.37,4288.936,4448.772,18310.12,4510.931,6420.084,1083.334
"Outside","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",21,"D11",87,"High Park-Swansea (87)",43.65419,-79.45313,2019-10-24 21:00:00,NA,27,NA,101.25,"M",55,NA,9.1,0.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.101,31931.1,4724.602,2836.096,15441.71,3830.398,5071.607,1007.648
"Outside","Theft Of Motor Vehicle",2019,10,24,297,"Thursday",22,"D23",1,"West Humber-Clairville (1)",43.71155,-79.57137,2019-10-24 22:30:00,NA,27,NA,101.3,"M",60,NA,7.7,0.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31065.93,4718.829,5077.87,12911.5,3720.974,4644.223,573.5335
"House","Theft Of Motor Vehicle",2019,10,25,298,"Friday",0,"D11",89,"Runnymede-Bloor West Village (89)",43.66231,-79.48824,2019-10-25 00:00:00,NA,27,NA,101.32,"M",60,NA,8.2,0.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.045,11491.54,2339.391,1095.519,5255.07,1386.517,1420.752,222.5274
"Commercial","Theft Of Motor Vehicle",2019,10,25,298,"Friday",9,"D33",47,"Don Valley Village (47)",43.77584,-79.34372,2019-10-25 09:00:00,NA,27,NA,101.25,"M",64,NA,9.2,2.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.012,28036.57,4213.103,3399.503,12292.1,3259.584,4871.239,689.2284
"Outside","Theft Of Motor Vehicle",2019,10,25,298,"Friday",9,"D22",14,"Islington-City Centre West (14)",43.63892,-79.53455,2019-10-25 09:00:00,NA,27,NA,101.25,"M",64,NA,9.2,2.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,67565.42,8944.178,7215.277,31719.56,8298.721,11380.01,2274.464
"Other","Theft Of Motor Vehicle",2019,10,25,298,"Friday",9,"D54",54,"O'Connor-Parkview (54)",43.7104,-79.30182,2019-10-25 09:30:00,NA,27,NA,101.25,"M",64,NA,9.2,2.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.02,19818.06,3300.357,2530.981,8335.789,2812.201,2854.65,456.3194
"Commercial","Theft Of Motor Vehicle",2019,10,25,298,"Friday",12,"D42",128,"Agincourt South-Malvern West (128)",43.78962,-79.25883,2019-10-25 12:00:00,NA,27,NA,101.1,"M",63,NA,10.7,3.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.08,29926.98,3873.614,4232.632,12553.03,4112.96,5171.118,699.1402
"Outside","Theft Of Motor Vehicle",2019,10,25,298,"Friday",22,"D12",113,"Weston (113)",43.70779,-79.53363,2019-10-25 22:29:00,NA,27,NA,100.94,"M",68,NA,10.4,4.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.01,17457.62,3007.927,2158.915,7553.778,2357.827,2372.381,383.2681
"Other","Theft Of Motor Vehicle",2019,10,25,298,"Friday",22,"D42",128,"Agincourt South-Malvern West (128)",43.78725,-79.29008,2019-10-25 22:30:00,NA,27,NA,100.94,"M",68,NA,10.4,4.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.08,29926.98,3873.614,4232.632,12553.03,4112.96,5171.118,699.1402
"House","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",0,"D53",103,"Lawrence Park South (103)",43.7082,-79.41667,2019-10-26 00:30:00,NA,27,NA,100.96,"M",62,NA,7.2,0.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.007,15500,2905.164,2139.304,5994.135,2159.727,2282.264,321.6614
"Outside","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",3,"D13",108,"Briar Hill-Belgravia (108)",43.7012,-79.4461,2019-10-26 03:50:00,NA,27,NA,101,"M",67,NA,5.2,-0.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.003,14129.07,1838.355,1640.15,6679.522,1907.727,2081.157,307.2184
"House","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",5,"D42",132,"Malvern (132)",43.80011,-79.23631,2019-10-26 05:00:00,NA,27,NA,101.11,"M",74,NA,4.5,0.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,40093.35,7241.594,6060.601,16355.38,5067.285,5392.287,407.3969
"House","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",6,"D32",34,"Bathurst Manor (34)",43.76219,-79.4516,2019-10-26 06:00:00,NA,27,NA,101.12,"M",70,NA,4.4,-0.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.028,17244.01,2525.819,2107.565,7229.819,2205.339,3193.939,771.3255
"House","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",6,"D23",1,"West Humber-Clairville (1)",43.72681,-79.62284,2019-10-26 06:00:00,NA,27,NA,101.12,"M",70,NA,4.4,-0.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31065.93,4718.829,5077.87,12911.5,3720.974,4644.223,573.5335
"Outside","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",10,"D32",33,"Clanton Park (33)",43.73394,-79.45033,2019-10-26 10:00:00,NA,27,NA,101.08,"M",55,NA,8.9,0.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.127,23578.6,3957.919,2734.042,10692.82,2769.827,3399.659,572.5742
"Commercial","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",10,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.74913,-79.59337,2019-10-26 10:00:00,NA,27,NA,101.08,"M",55,NA,8.9,0.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,33450.79,7196.883,5318.994,13820.25,3527.386,3613.667,304.5225
"Outside","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",10,"D31",23,"Pelmo Park-Humberlea (23)",43.73224,-79.53313,2019-10-26 10:08:00,NA,27,NA,101.08,"M",55,NA,8.9,0.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.231,20000.92,3255.139,2555.611,8664.827,2592.919,2966.001,382.4089
"Outside","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",12,"D13",32,"Englemount-Lawrence (32)",43.7096,-79.44099,2019-10-26 12:00:00,NA,27,NA,100.98,"M",62,NA,9.7,2.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,23255.9,4994.842,3149.713,8716.285,2526.007,3872.172,992.7313
"Outside","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",13,"D32",33,"Clanton Park (33)",43.73394,-79.45033,2019-10-26 13:00:00,NA,27,NA,100.94,"M",61,NA,9.4,2.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.127,23578.6,3957.919,2734.042,10692.82,2769.827,3399.659,572.5742
"Outside","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",15,"D13",107,"Oakwood Village (107)",43.69244,-79.44646,2019-10-26 15:00:00,NA,27,NA,100.71,"M",68,NA,9.5,3.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.007,21658.54,3196.191,2323.11,9736.64,2644.772,3778.245,551.4196
"Outside","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",16,"D52",78,"Kensington-Chinatown (78)",43.65335,-79.39616,2019-10-26 16:30:00,NA,27,NA,100.62,"M",70,NA,9.3,4.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.03,16377.92,1200.165,3057.455,7995.015,1638.248,2468.78,438.083
"Outside","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",18,"D33",45,"Parkwoods-Donalda (45)",43.76529,-79.34695,2019-10-26 18:30:00,NA,27,NA,100.51,"M",74,NA,9.6,5.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,35329.69,5928.039,4750.552,15002.81,4329.295,5329.144,786.6832
"Outside","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",20,"D11",87,"High Park-Swansea (87)",43.63934,-79.45131,2019-10-26 20:00:00,NA,27,NA,100.31,"M",86,NA,9.8,7.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.101,31931.1,4724.602,2836.096,15441.71,3830.398,5071.607,1007.648
"House","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",21,"D55",63,"The Beaches (63)",43.67651,-79.2878,2019-10-26 21:00:00,NA,27,NA,100.17,"M",86,NA,10.5,8.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.021,22954.45,4071.071,2208.489,10206.95,3342.003,3145.102,282.048
"House","Theft Of Motor Vehicle",2019,10,26,299,"Saturday",21,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.75895,-79.59569,2019-10-26 21:00:00,NA,27,NA,100.17,"M",86,NA,10.5,8.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,33450.79,7196.883,5318.994,13820.25,3527.386,3613.667,304.5225
"Outside","Theft Of Motor Vehicle",2019,10,27,300,"Sunday",1,"D31",21,"Humber Summit (21)",43.77258,-79.53541,2019-10-27 01:00:00,NA,27,NA,99.6,"M",91,NA,10.6,9.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.009,12083.78,2097.337,1673.977,4725.091,1279.814,2316.317,253.043
"Outside","Theft Of Motor Vehicle",2019,10,27,300,"Sunday",3,"D31",24,"Black Creek (24)",43.76192,-79.51882,2019-10-27 03:00:00,NA,27,NA,99.26,"M",91,NA,11.1,9.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,20773.43,4396.089,3144.16,8147.101,2317.504,2742.778,353.5985
"House","Theft Of Motor Vehicle",2019,10,27,300,"Sunday",4,"D41",119,"Wexford/Maryvale (119)",43.75146,-79.3035,2019-10-27 04:20:00,NA,27,NA,99.17,"M",91,NA,11.3,9.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,30772.99,4646.207,4023.406,12544.21,4343.074,5197.358,997.5842
"Outside","Theft Of Motor Vehicle",2019,10,27,300,"Sunday",5,"D23",1,"West Humber-Clairville (1)",43.71069,-79.61132,2019-10-27 05:00:00,NA,27,NA,99.04,"M",92,NA,11.4,10.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31065.93,4718.829,5077.87,12911.5,3720.974,4644.223,573.5335
"House","Theft Of Motor Vehicle",2019,10,27,300,"Sunday",11,"D23",1,"West Humber-Clairville (1)",43.71971,-79.61843,2019-10-27 11:33:00,NA,27,NA,98.9,"M",79,NA,12.2,8.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31065.93,4718.829,5077.87,12911.5,3720.974,4644.223,573.5335
"Outside","Theft Of Motor Vehicle",2019,10,27,300,"Sunday",14,"D32",27,"York University Heights (27)",43.78619,-79.47475,2019-10-27 14:30:00,NA,27,NA,99.04,"M",74,NA,13.6,9.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.004,27263.21,3996.654,4693.228,12143.11,2929.562,3487.809,395.2192
"Outside","Theft Of Motor Vehicle",2019,10,27,300,"Sunday",14,"D51",74,"North St.James Town (74)",43.66925,-79.37283,2019-10-27 14:43:00,NA,27,NA,99.04,"M",74,NA,13.6,9.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.044,21181.88,2605.775,2577.328,11777.19,2241.65,1979.934,250.3365
"Outside","Theft Of Motor Vehicle",2019,10,27,300,"Sunday",14,"D32",35,"Westminster-Branson (35)",43.78194,-79.45042,2019-10-27 14:55:00,NA,27,NA,99.04,"M",74,NA,13.6,9.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,28961.91,3791.922,3698.226,11976.52,3858.06,5654.814,1102.303
"Outside","Theft Of Motor Vehicle",2019,10,27,300,"Sunday",20,"D42",130,"Milliken (130)",43.83271,-79.26796,2019-10-27 20:30:00,NA,27,NA,99.92,"M",71,NA,12,6.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.022,24856.55,3437.747,2988.735,9882.938,3769.829,4784.783,823.1884
"Outside","Theft Of Motor Vehicle",2019,10,27,300,"Sunday",21,"D41",119,"Wexford/Maryvale (119)",43.76387,-79.30143,2019-10-27 21:00:00,NA,27,NA,100.05,"M",71,NA,12.2,7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,30772.99,4646.207,4023.406,12544.21,4343.074,5197.358,997.5842
"House","Theft Of Motor Vehicle",2019,10,27,300,"Sunday",23,"D23",1,"West Humber-Clairville (1)",43.73177,-79.59106,2019-10-27 23:00:00,NA,27,NA,100.15,"M",75,NA,11,6.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31065.93,4718.829,5077.87,12911.5,3720.974,4644.223,573.5335
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",0,"D23",1,"West Humber-Clairville (1)",43.71069,-79.61132,2019-10-28 00:01:00,NA,27,NA,100.21,"M",81,NA,10.4,7.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31065.93,4718.829,5077.87,12911.5,3720.974,4644.223,573.5335
