"premisetype","offence","occurrenceyear","occurrencemonth","occurrenceday","occurrencedayofyear","occurrencedayofweek","occurrencehour","Division","Hood_ID","Neighbourhood","Lat","Long","occurrence_ts","weather","hmdx","hmdx_flag","pressure","pressure_flag","rel_hum","rel_hum_flag","temp","temp_dew","temp_dew_flag","temp_flag","visib","visib_flag","wind_chill","wind_chill_flag","wind_dir","wind_dir_flag","wind_spd","wind_spd_flag","annual_growth_rate","current_ppl","current_children_ppl","current_youth_ppl","current_working_ppl","current_pre_retirement_ppl","current_seniors_ppl","current_older_ppl"
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",0,"D42",132,"Malvern (132)",43.80173,-79.21037,2019-10-28 00:30:00,NA,27,NA,100.21,"M",81,NA,10.4,7.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,40093.35,7241.594,6060.601,16355.38,5067.285,5392.287,407.3969
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",2,"D23",1,"West Humber-Clairville (1)",43.71589,-79.5687,2019-10-28 02:45:00,NA,27,NA,100.33,"M",87,NA,9.4,7.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31065.93,4718.829,5077.87,12911.5,3720.974,4644.223,573.5335
"House","Theft Of Motor Vehicle",2019,10,28,301,"Monday",4,"D42",131,"Rouge (131)",43.80486,-79.17074,2019-10-28 04:36:00,NA,27,NA,100.38,"M",92,NA,8.5,7.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,48333.02,8274.493,6964.712,19241.32,6954.317,6886.748,712.0638
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",6,"D11",91,"Weston-Pellam Park (91)",43.67034,-79.4558,2019-10-28 06:00:00,NA,27,NA,100.49,"M",92,NA,7.8,6.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.076,8755.09,1321.389,1116.278,4161.39,1116.278,1045.278,118.3334
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",6,"D12",113,"Weston (113)",43.70237,-79.52379,2019-10-28 06:00:00,NA,27,NA,100.49,"M",92,NA,7.8,6.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.01,17457.62,3007.927,2158.915,7553.778,2357.827,2372.381,383.2681
"House","Theft Of Motor Vehicle",2019,10,28,301,"Monday",8,"D43",136,"West Hill (136)",43.76051,-79.18547,2019-10-28 08:34:00,NA,27,NA,100.58,"M",93,NA,7.8,6.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.032,30106.68,5094.351,4341.464,11831.86,4160.112,4660.204,686.9405
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",10,"D13",108,"Briar Hill-Belgravia (108)",43.70226,-79.44111,2019-10-28 10:00:00,NA,27,NA,100.63,"M",60,NA,12.1,4.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.003,14129.07,1838.355,1640.15,6679.522,1907.727,2081.157,307.2184
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",16,"D23",1,"West Humber-Clairville (1)",43.74209,-79.62608,2019-10-28 16:00:00,NA,27,NA,100.49,"M",62,NA,14.6,7.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31065.93,4718.829,5077.87,12911.5,3720.974,4644.223,573.5335
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",16,"D12",30,"Brookhaven-Amesbury (30)",43.70752,-79.47139,2019-10-28 16:30:00,NA,27,NA,100.49,"M",62,NA,14.6,7.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.002,17650.67,3339.88,2445.27,7579.341,2171.916,2117.246,283.2934
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",17,"D23",1,"West Humber-Clairville (1)",43.71813,-79.59905,2019-10-28 17:00:00,NA,27,NA,100.52,"M",67,NA,13.5,7.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31065.93,4718.829,5077.87,12911.5,3720.974,4644.223,573.5335
"House","Theft Of Motor Vehicle",2019,10,28,301,"Monday",17,"D42",131,"Rouge (131)",43.80872,-79.18153,2019-10-28 17:45:00,NA,27,NA,100.52,"M",67,NA,13.5,7.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,48333.02,8274.493,6964.712,19241.32,6954.317,6886.748,712.0638
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",20,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.73973,-79.5804,2019-10-28 20:00:00,NA,27,NA,100.57,"M",81,NA,11.7,8.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,33450.79,7196.883,5318.994,13820.25,3527.386,3613.667,304.5225
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",20,"D32",31,"Yorkdale-Glen Park (31)",43.72139,-79.46909,2019-10-28 20:45:00,NA,27,NA,100.57,"M",81,NA,11.7,8.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.008,15162.15,2007.417,1915.24,6001.768,1853.788,3374.714,793.7492
"Apartment","Theft Of Motor Vehicle",2019,10,28,301,"Monday",21,"D31",24,"Black Creek (24)",43.77336,-79.52518,2019-10-28 21:15:00,NA,27,NA,100.54,"M",83,NA,11.7,8.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,20773.43,4396.089,3144.16,8147.101,2317.504,2742.778,353.5985
"Outside","Theft Of Motor Vehicle",2019,10,28,301,"Monday",23,"D51",75,"Church-Yonge Corridor (75)",43.65629,-79.37958,2019-10-28 23:20:00,NA,27,NA,100.51,"M",86,NA,10.3,8.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.106,42399.86,1704.653,6845.669,25407.44,4376.628,4072.226,338.2248
"House","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",2,"D42",132,"Malvern (132)",43.80062,-79.21473,2019-10-29 02:00:00,NA,27,NA,100.38,"M",86,NA,10.4,8.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,40093.35,7241.594,6060.601,16355.38,5067.285,5392.287,407.3969
"House","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",6,"D32",34,"Bathurst Manor (34)",43.75703,-79.452,2019-10-29 06:30:00,NA,27,NA,100.38,"M",92,NA,9.6,8.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.028,17244.01,2525.819,2107.565,7229.819,2205.339,3193.939,771.3255
"Outside","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",11,"D33",42,"Banbury-Don Mills (42)",43.73619,-79.34489,2019-10-29 11:30:00,NA,27,NA,100.48,"M",76,NA,13.2,9.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.029,30175.01,3927.818,2974.464,11778.01,3873.341,7599.593,1786.858
"Commercial","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",12,"D41",124,"Kennedy Park (124)",43.73453,-79.2581,2019-10-29 12:00:00,NA,27,NA,100.47,"M",75,NA,13.7,9.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.004,17329.3,2808.433,2201.205,7205.782,2540.241,2580.723,333.9759
"House","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",16,"D23",6,"Kingsview Village-The Westway (6)",43.69979,-79.55986,2019-10-29 16:30:00,NA,27,NA,100.52,"M",64,NA,15.7,8.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,22869.2,4407.519,3139.318,8976.162,2650.748,3726.64,597.7178
"Outside","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",16,"D33",42,"Banbury-Don Mills (42)",43.73211,-79.34573,2019-10-29 16:30:00,NA,27,NA,100.52,"M",64,NA,15.7,8.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.029,30175.01,3927.818,2974.464,11778.01,3873.341,7599.593,1786.858
"Outside","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",17,"D32",31,"Yorkdale-Glen Park (31)",43.72488,-79.44827,2019-10-29 17:30:00,NA,27,NA,100.59,"M",68,NA,14.9,9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.008,15162.15,2007.417,1915.24,6001.768,1853.788,3374.714,793.7492
"Outside","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",18,"D14",81,"Trinity-Bellwoods (81)",43.6477,-79.40551,2019-10-29 18:15:00,NA,27,NA,100.67,"M",75,NA,13.7,9.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,15822.1,1667.647,1557.745,8801.736,1552.966,2245.828,315.3716
"Outside","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",19,"D51",75,"Church-Yonge Corridor (75)",43.66573,-79.38096,2019-10-29 19:00:00,NA,27,NA,100.71,"M",75,NA,13.9,9.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.106,42399.86,1704.653,6845.669,25407.44,4376.628,4072.226,338.2248
"Outside","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",19,"D51",77,"Waterfront Communities-The Island (77)",43.6502,-79.36214,2019-10-29 19:00:00,NA,27,NA,100.71,"M",75,NA,13.9,9.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.52,231473.8,12818.1,27532.57,158400.1,16435.26,16277.23,1281.81
"House","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",20,"D23",4,"Rexdale-Kipling (4)",43.72461,-79.56732,2019-10-29 20:30:00,NA,27,NA,100.72,"M",70,NA,14.6,9.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.004,10655.85,1659.759,1371.325,4351.807,1538.313,1750.843,303.6144
"Outside","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",22,"D42",131,"Rouge (131)",43.80832,-79.16621,2019-10-29 22:30:00,NA,27,NA,100.83,"M",72,NA,14.2,9.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,48333.02,8274.493,6964.712,19241.32,6954.317,6886.748,712.0638
"House","Theft Of Motor Vehicle",2019,10,29,302,"Tuesday",23,"D31",25,"Glenfield-Jane Heights (25)",43.74121,-79.5186,2019-10-29 23:30:00,NA,27,NA,100.86,"M",71,NA,13.5,8.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,27914.47,5300.737,4138.054,10610.63,3300.372,4582.071,640.849
"Apartment","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",0,"D51",74,"North St.James Town (74)",43.6673,-79.37378,2019-10-30 00:00:00,NA,27,NA,100.88,"M",77,NA,10.7,6.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.044,21181.88,2605.775,2577.328,11777.19,2241.65,1979.934,250.3365
"Outside","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",3,"D43",136,"West Hill (136)",43.76015,-79.19888,2019-10-30 03:00:00,NA,27,NA,101.04,"M",71,NA,9.6,4.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.032,30106.68,5094.351,4341.464,11831.86,4160.112,4660.204,686.9405
"House","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",3,"D23",8,"Humber Heights-Westmount (8)",43.69413,-79.51888,2019-10-30 03:15:00,NA,27,NA,101.04,"M",71,NA,9.6,4.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.034,12103.09,1602.986,1260.278,4189.873,1669.316,3366.27,1050.232
"Outside","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",3,"D33",49,"Bayview Woods-Steeles (49)",43.80075,-79.38793,2019-10-30 03:33:00,NA,27,NA,101.04,"M",71,NA,9.6,4.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.028,12079.71,1391.27,1501.47,4123.302,1675.952,3384.046,679.5642
"House","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",4,"D22",12,"Markland Wood (12)",43.63145,-79.57061,2019-10-30 04:00:00,NA,27,NA,101.06,"M",70,NA,9.3,4.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,10906.13,1384.708,1203.869,3720.112,1792.887,2795.251,552.8499
"House","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",6,"D42",130,"Milliken (130)",43.8252,-79.28278,2019-10-30 06:45:00,NA,27,NA,101.18,"M",72,NA,9.1,4.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.022,24856.55,3437.747,2988.735,9882.938,3769.829,4784.783,823.1884
"House","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",7,"D43",133,"Centennial Scarborough (133)",43.79023,-79.15537,2019-10-30 07:30:00,NA,27,NA,101.19,"M",73,NA,9,4.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.021,14221.61,2288.314,1969.015,5353.591,2080.77,2538.432,170.2932
"Outside","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",9,"D12",111,"Rockcliffe-Smythe (111)",43.67881,-79.4829,2019-10-30 09:30:00,NA,27,NA,101.17,"M",63,NA,9.7,3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.001,22179.33,3494.496,2731.788,9227.263,3080.739,3644.046,478.5614
"Outside","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",13,"D43",138,"Eglinton East (138)",43.74059,-79.2393,2019-10-30 13:00:00,NA,27,NA,100.88,"M",79,NA,8.4,5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.002,22639.62,4154.97,3111.258,9125.03,2808.084,3484.012,556.6467
"House","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",14,"D23",7,"Willowridge-Martingrove-Richview (7)",43.68911,-79.56544,2019-10-30 14:00:00,NA,27,NA,100.76,"M",85,NA,8,5.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.038,24778.98,3975.865,2935.766,9103.669,3248.914,5485.688,989.7724
"Outside","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",17,"D54",66,"Danforth (66)",43.68206,-79.32978,2019-10-30 17:00:00,NA,27,NA,100.6,"M",88,NA,7.4,5.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.024,10378.79,1798.518,987.8425,4692.252,1283.121,1626.719,209.3797
"Outside","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",17,"D12",115,"Mount Dennis (115)",43.69038,-79.4987,2019-10-30 17:38:00,NA,27,NA,100.6,"M",88,NA,7.4,5.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.034,15027.16,2647.69,2006.496,6555.658,1945.693,1862.78,292.9594
"House","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",18,"D42",129,"Agincourt North (129)",43.81109,-79.26601,2019-10-30 18:00:00,NA,27,NA,100.46,"M",89,NA,7.3,5.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.039,25837.89,3408.014,3288.201,10033.23,3754.141,5364.96,820.9409
"House","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",19,"D53",103,"Lawrence Park South (103)",43.71227,-79.41998,2019-10-30 19:00:00,NA,27,NA,100.45,"M",89,NA,7.4,5.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.007,15500,2905.164,2139.304,5994.135,2159.727,2282.264,321.6614
"House","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",21,"D42",131,"Rouge (131)",43.80126,-79.15773,2019-10-30 21:00:00,NA,27,NA,100.21,"M",90,NA,7.4,5.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,48333.02,8274.493,6964.712,19241.32,6954.317,6886.748,712.0638
"House","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",21,"D23",8,"Humber Heights-Westmount (8)",43.69359,-79.51837,2019-10-30 21:00:00,NA,27,NA,100.21,"M",90,NA,7.4,5.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.034,12103.09,1602.986,1260.278,4189.873,1669.316,3366.27,1050.232
"House","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",23,"D32",39,"Bedford Park-Nortown (39)",43.73384,-79.42947,2019-10-30 23:30:00,NA,27,NA,99.91,"M",89,NA,7.7,6.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.002,23375.7,4582.385,3229.299,8460.561,3093.487,4003.928,663.9679
"Outside","Theft Of Motor Vehicle",2019,10,30,303,"Wednesday",23,"D31",23,"Pelmo Park-Humberlea (23)",43.73062,-79.53189,2019-10-30 23:40:00,NA,27,NA,99.91,"M",89,NA,7.7,6.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.231,20000.92,3255.139,2555.611,8664.827,2592.919,2966.001,382.4089
"House","Theft Of Motor Vehicle",2019,10,31,304,"Thursday",4,"D53",39,"Bedford Park-Nortown (39)",43.7136,-79.42377,2019-10-31 04:50:00,NA,27,NA,99.45,"M",91,NA,8.1,6.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.002,23375.7,4582.385,3229.299,8460.561,3093.487,4003.928,663.9679
"House","Theft Of Motor Vehicle",2019,10,31,304,"Thursday",6,"D42",117,"L'Amoreaux (117)",43.79458,-79.29556,2019-10-31 06:26:00,NA,27,NA,99.32,"M",89,NA,8.2,6.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.021,41279.24,5742.48,5376.538,16148.38,5564.2,8435.441,1262.032
"Outside","Theft Of Motor Vehicle",2019,10,31,304,"Thursday",7,"D42",131,"Rouge (131)",43.80022,-79.15076,2019-10-31 07:49:00,NA,27,NA,99.25,"M",91,NA,7.9,6.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,48333.02,8274.493,6964.712,19241.32,6954.317,6886.748,712.0638
"Outside","Theft Of Motor Vehicle",2019,10,31,304,"Thursday",11,"D31",26,"Downsview-Roding-CFB (26)",43.73674,-79.47585,2019-10-31 11:00:00,NA,27,NA,98.96,"M",91,NA,9,7.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,36221.49,5916.011,4484.801,15546.97,4526.136,5719.672,899.027
"House","Theft Of Motor Vehicle",2019,10,31,304,"Thursday",17,"D53",101,"Forest Hill South (101)",43.69189,-79.41052,2019-10-31 17:40:00,NA,27,NA,97.79,"M",91,NA,11.2,9.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.018,10162.84,1292.609,1283.139,4010.402,1448.858,2140.144,307.764
"Outside","Theft Of Motor Vehicle",2019,10,31,304,"Thursday",18,"D22",14,"Islington-City Centre West (14)",43.65265,-79.56322,2019-10-31 18:00:00,NA,27,NA,97.94,"M",91,NA,12.3,10.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,67565.42,8944.178,7215.277,31719.56,8298.721,11380.01,2274.464
"Outside","Theft Of Motor Vehicle",2019,10,31,304,"Thursday",18,"D22",17,"Mimico (includes Humber Bay Shores) (17)",43.6237,-79.47897,2019-10-31 18:00:00,NA,27,NA,97.94,"M",91,NA,12.3,10.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.28,71227.67,7350.518,6312.428,37109.1,9688.842,10821.3,1184.891
"Outside","Theft Of Motor Vehicle",2019,10,31,304,"Thursday",18,"D33",45,"Parkwoods-Donalda (45)",43.76093,-79.32349,2019-10-31 18:15:00,NA,27,NA,97.94,"M",91,NA,12.3,10.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,35329.69,5928.039,4750.552,15002.81,4329.295,5329.144,786.6832
"House","Theft Of Motor Vehicle",2019,10,31,304,"Thursday",18,"D22",12,"Markland Wood (12)",43.6306,-79.58206,2019-10-31 18:15:00,NA,27,NA,97.94,"M",91,NA,12.3,10.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,10906.13,1384.708,1203.869,3720.112,1792.887,2795.251,552.8499
"Outside","Theft Of Motor Vehicle",2019,10,31,304,"Thursday",20,"D32",51,"Willowdale East (51)",43.76284,-79.40875,2019-10-31 20:30:00,NA,27,NA,98.17,"M",82,NA,11,8.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.12,70856.14,8317.174,9750.2,36317.39,7670.907,8808.899,1166.09
"Outside","Theft Of Motor Vehicle",2019,11,1,305,"Friday",5,"D32",37,"Willowdale West (37)",43.7784,-79.4173,2019-11-01 05:00:00,NA,27,NA,99.49,"M",70,NA,3.9,-1.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.129,24372.08,2568.739,3209.125,10764.24,2978.874,4849.665,942.5906
"Outside","Theft Of Motor Vehicle",2019,11,1,305,"Friday",6,"D42",117,"L'Amoreaux (117)",43.79678,-79.31577,2019-11-01 06:00:00,NA,27,NA,99.73,"M",68,NA,3.9,-1.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.021,41279.24,5742.48,5376.538,16148.38,5564.2,8435.441,1262.032
"House","Theft Of Motor Vehicle",2019,11,1,305,"Friday",8,"D11",83,"Dufferin Grove (83)",43.65385,-79.44114,2019-11-01 08:55:00,NA,27,NA,100.15,"M",56,NA,4,-4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.029,12840.32,1400.068,1160.368,7278.177,1345.591,1650.664,190.6708
"Outside","Theft Of Motor Vehicle",2019,11,1,305,"Friday",9,"D14",82,"Niagara (82)",43.64502,-79.40948,2019-11-01 09:00:00,NA,27,NA,100.33,"M",54,NA,4.1,-4.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.466,98237.66,6474.612,7608.85,73473.45,5938.999,4757.501,299.313
"Outside","Theft Of Motor Vehicle",2019,11,1,305,"Friday",13,"D55",68,"North Riverdale (68)",43.66819,-79.34768,2019-11-01 13:55:00,NA,27,NA,100.64,"M",58,NA,5.1,-2.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,11112.56,1827.847,1091.113,5119.836,1534.086,1548.074,130.5605
"Outside","Theft Of Motor Vehicle",2019,11,1,305,"Friday",17,"D42",130,"Milliken (130)",43.82738,-79.26524,2019-11-01 17:00:00,NA,27,NA,100.99,"M",54,NA,4.7,-3.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.022,24856.55,3437.747,2988.735,9882.938,3769.829,4784.783,823.1884
"Outside","Theft Of Motor Vehicle",2019,11,1,305,"Friday",19,"D52",76,"Bay Street Corridor (76)",43.65503,-79.38716,2019-11-01 19:00:00,NA,27,NA,101.03,"M",54,NA,4,-4.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.333,61102.59,4014.765,16248.55,30945.67,4168.724,5731.995,781.6357
"Outside","Theft Of Motor Vehicle",2019,11,1,305,"Friday",19,"D33",45,"Parkwoods-Donalda (45)",43.75092,-79.31564,2019-11-01 19:00:00,NA,27,NA,101.03,"M",54,NA,4,-4.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,35329.69,5928.039,4750.552,15002.81,4329.295,5329.144,786.6832
"Outside","Theft Of Motor Vehicle",2019,11,1,305,"Friday",21,"D53",104,"Mount Pleasant West (104)",43.70962,-79.39066,2019-11-01 21:30:00,NA,27,NA,100.99,"M",57,NA,3.9,-3.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.037,33073.35,2654.075,2810.197,19069.2,3378.928,5135.301,1048.248
"Outside","Theft Of Motor Vehicle",2019,11,1,305,"Friday",22,"D51",74,"North St.James Town (74)",43.66887,-79.37445,2019-11-01 22:00:00,NA,27,NA,100.97,"M",58,NA,3.6,-3.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.044,21181.88,2605.775,2577.328,11777.19,2241.65,1979.934,250.3365
"Commercial","Theft Of Motor Vehicle",2019,11,2,306,"Saturday",1,"D52",76,"Bay Street Corridor (76)",43.64599,-79.37914,2019-11-02 01:13:00,NA,27,NA,100.84,"M",65,NA,4.2,-1.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.333,61102.59,4014.765,16248.55,30945.67,4168.724,5731.995,781.6357
"Outside","Theft Of Motor Vehicle",2019,11,2,306,"Saturday",6,"D32",26,"Downsview-Roding-CFB (26)",43.75025,-79.46339,2019-11-02 06:00:00,NA,27,NA,100.57,"M",74,NA,5.2,1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,36221.49,5916.011,4484.801,15546.97,4526.136,5719.672,899.027
"Apartment","Theft Of Motor Vehicle",2019,11,2,306,"Saturday",9,"D43",139,"Scarborough Village (139)",43.73594,-79.22021,2019-11-02 09:44:00,NA,27,NA,100.36,"M",71,NA,7.1,2.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.007,17077.67,3436.161,2409.908,6826.37,2139.304,2272.053,439.0934
"Outside","Theft Of Motor Vehicle",2019,11,2,306,"Saturday",11,"D14",82,"Niagara (82)",43.63568,-79.39836,2019-11-02 11:40:00,NA,27,NA,100.23,"M",67,NA,7.5,1.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.466,98237.66,6474.612,7608.85,73473.45,5938.999,4757.501,299.313
"House","Theft Of Motor Vehicle",2019,11,2,306,"Saturday",18,"D43",134,"Highland Creek (134)",43.79158,-79.17833,2019-11-02 18:00:00,NA,27,NA,100.18,"M",68,NA,6,0.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.046,10847.92,1341.447,1671.383,4011.318,1753.866,2079.46,164.9676
"House","Theft Of Motor Vehicle",2019,11,2,306,"Saturday",19,"D12",110,"Keelesdale-Eglinton West (110)",43.69026,-79.47,2019-11-02 19:00:00,NA,27,NA,100.2,"M",70,NA,5.6,0.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.039,12402.9,1805.812,1603.92,5372.571,1609.528,2002.096,257.9731
"Commercial","Theft Of Motor Vehicle",2019,11,2,306,"Saturday",19,"D31",23,"Pelmo Park-Humberlea (23)",43.71703,-79.53729,2019-11-02 19:00:00,NA,27,NA,100.2,"M",70,NA,5.6,0.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.231,20000.92,3255.139,2555.611,8664.827,2592.919,2966.001,382.4089
"Apartment","Theft Of Motor Vehicle",2019,11,2,306,"Saturday",20,"D53",39,"Bedford Park-Nortown (39)",43.71063,-79.42773,2019-11-02 20:40:00,NA,27,NA,100.18,"M",71,NA,5.1,0.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.002,23375.7,4582.385,3229.299,8460.561,3093.487,4003.928,663.9679
"Outside","Theft Of Motor Vehicle",2019,11,2,306,"Saturday",23,"D31",26,"Downsview-Roding-CFB (26)",43.73674,-79.47585,2019-11-02 23:18:00,NA,27,NA,100.14,"M",77,NA,3.7,0.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,36221.49,5916.011,4484.801,15546.97,4526.136,5719.672,899.027
"Outside","Theft Of Motor Vehicle",2019,11,3,307,"Sunday",4,"D23",1,"West Humber-Clairville (1)",43.70755,-79.57825,2019-11-03 04:09:00,NA,27,NA,100.13,"M",81,NA,2.8,-0.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31065.93,4718.829,5077.87,12911.5,3720.974,4644.223,573.5335
"Outside","Theft Of Motor Vehicle",2019,11,3,307,"Sunday",7,"D51",73,"Moss Park (73)",43.65887,-79.36857,2019-11-03 07:15:00,NA,27,NA,100.22,"M",79,NA,2.7,-0.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.258,40824.69,3065.933,4101.183,24945.54,4967.209,3782.644,278.7212
